index,name,artist,release_date,length,popularity,danceability,acousticness,energy,tempo,valence
4134,Empty Garden (Hey Hey Johnny) - Remastered 2003,Elton John,1982,5.136666667,46,0.667,0.138,0.363,109.208,0.224
4135,Valerie,Steve Winwood,1982,4.1111,66,0.717,0.567,0.527,116.288,0.731
4172,If You Want My Love,Cheap Trick,1982,3.595333333,45,0.494,0.0213,0.683,115.441,0.474
4256,Caught Up In You,38 Special,1982,4.65555,64,0.425,0.0229,0.681,131.011,0.933
4316,Poison Arrow,ABC,1982,3.404433333,53,0.736,0.182,0.876,125.843,0.802
4320,Hot In The City,Billy Idol,1982,3.652216667,54,0.66,0.00316,0.897,111.193,0.67
4404,Fantasy,Aldo Nova,1982,5.054883333,53,0.515,4.70E-05,0.878,131.268,0.371
4419,Wind Him Up,Saga,1982,5.91155,32,0.491,0.177,0.57,131.602,0.389
4467,Cendrillon - Remasterisé en 2015,Téléphone,1982,3.975766667,53,0.438,0.346,0.717,147.757,0.261
4534,Only The Lonely - Remastered 1999,The Motels,1982,3.27,51,0.649,0.0503,0.313,115.493,0.708
4601,"Hey, Little Girl",ICEHOUSE,1982,4.4111,52,0.736,0.151,0.891,135.532,0.868
4606,Rock This Town,Stray Cats,1982,3.45,49,0.254,0.104,0.853,201.952,0.711
4675,Darlene - Remaster,Led Zeppelin,1982,5.111333333,32,0.39,0.324,0.908,169.172,0.64
4750,Roll Me Away,Bob Seger,1982,4.65955,53,0.504,0.0325,0.906,133.659,0.579
4771,Make Believe,TOTO,1982,3.718883333,49,0.659,0.0405,0.574,141.744,0.901
4799,Long Stick Goes Boom,Krokus,1982,5.212666667,39,0.442,0.00138,0.744,128.002,0.244
4941,Dirty Creature,Split Enz,1982,4.038883333,23,0.613,0.104,0.644,108.178,0.942
5086,Little Guitars - 2015 Remaster,Van Halen,1982,3.793833333,54,0.478,0.243,0.95,147.069,0.854
5184,Shock The Monkey,Peter Gabriel,1982,5.474,42,0.784,0.11,0.662,148.416,0.923
5205,Ça (c'est vraiment toi) - Remasterisé en 2015,Téléphone,1982,4.476,54,0.597,0.0239,0.916,139.427,0.921
5206,Allentown,Billy Joel,1982,3.836,53,0.69,0.127,0.837,113.817,0.967
5291,Not Another Love Song,The Odds,1982,3.989333333,3,0.438,0.0567,0.725,139.851,0.471
5330,Ghosts,The Jam,1982,2.1671,40,0.742,0.00214,0.248,118.059,0.721
5351,Six Months In A Leaky Boat,Split Enz,1982,4.339333333,36,0.36,0.169,0.582,135.029,0.217
5376,Question Authority,Circle Jerks,1982,2.044216667,39,0.378,0.00352,0.823,99.658,0.556
5388,Suburban Home,Descendents,1982,1.676666667,55,0.388,5.46E-05,0.771,99.258,0.826
5389,Banned in D.C.,Bad Brains,1982,2.2131,54,0.0936,0.000692,0.719,77.999,0.633
41,Sunday Bloody Sunday - Remastered 2008,U2,1983,4.657333333,71,0.543,0.402,0.944,101.174,0.735
51,Every Breath You Take - Remastered 2003,The Police,1983,4.231433333,3,0.813,0.56,0.46,117.387,0.729
55,New Year's Day - Single Edit - Remastered,U2,1983,3.92955,57,0.53,0.0033,0.783,133.662,0.571
199,Blister In The Sun,Violent Femmes,1983,2.428433333,69,0.726,0.316,0.537,96.91,0.887
218,Burning Down the House,Talking Heads,1983,4.032,66,0.779,0.00644,0.87,102.689,0.555
232,Rebel Yell,Billy Idol,1983,4.808883333,72,0.53,0.000753,0.864,166.312,0.484
304,Legs - 2008 Remaster,ZZ Top,1983,4.5651,61,0.611,0.00957,0.946,125.398,0.763
398,Radio Free Europe,R.E.M.,1983,4.086666667,48,0.367,0.00304,0.685,154.953,0.854
464,Owner of a Lonely Heart,Yes,1983,4.4751,70,0.744,0.175,0.798,125.061,0.89
522,Sharp Dressed Man - 2008 Remaster,ZZ Top,1983,4.300433333,73,0.601,0.000359,0.859,125.145,0.446
532,Girls Just Want to Have Fun,Cyndi Lauper,1983,3.9711,77,0.71,0.22,0.799,120.372,0.725
565,Photograph,Def Leppard,1983,4.1327,66,0.602,0.000343,0.877,123.679,0.617
614,Pink Houses,John Mellencamp,1983,4.727766667,64,0.635,0.0514,0.795,115.23,0.628
629,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1983,3.61555,81,0.692,0.225,0.711,125.135,0.875
649,Holy Diver,Dio,1983,5.896433333,61,0.476,0.0642,0.901,91.955,0.109
665,Let's Dance - 1999 Remaster,David Bowie,1983,7.618883333,3,0.619,0.00388,0.703,115.043,0.709
751,Synchronicity II,The Police,1983,5.007766667,55,0.414,0.0675,0.851,158.907,0.567
929,The Trooper - 2015 Remaster,Iron Maiden,1983,4.212216667,72,0.285,0.0318,0.908,159.756,0.669
959,Cuts Like A Knife,Bryan Adams,1983,5.3,42,0.468,0.0199,0.462,95.99,0.588
981,Pride and Joy,Stevie Ray Vaughan,1983,3.659766667,67,0.427,0.0274,0.626,126.877,0.743
1037,Eyes Without A Face,Billy Idol,1983,4.987333333,68,0.391,0.0177,0.815,84.383,0.647
1119,Home By The Sea - Remastered 2007,Genesis,1983,5.13,51,0.604,0.494,0.704,128.496,0.587
1127,China Girl - 1999 Remaster,David Bowie,1983,5.554433333,0,0.626,0.00961,0.642,133.947,0.817
1228,Ain't Nobody,Rufus,1983,4.75955,62,0.808,0.216,0.623,104.299,0.767
1298,Kiss Off,Violent Femmes,1983,2.945333333,55,0.661,0.255,0.662,87.119,0.825
1303,Buffalo Soldier,Bob Marley & The Wailers,1983,4.264,71,0.929,0.142,0.463,124.084,0.757
1304,Add It Up,Violent Femmes,1983,4.738883333,56,0.41,0.274,0.763,172.295,0.649
1434,Flesh For Fantasy - Remastered,Billy Idol,1983,4.638,50,0.66,0.131,0.751,94.491,0.563
1438,Rock Of Ages,Def Leppard,1983,4.130466667,62,0.706,0.00802,0.785,105.893,0.636
1456,Jokerman,Bob Dylan,1983,6.269333333,50,0.664,0.234,0.65,134.986,0.775
1476,That's All - Remastered 2007,Genesis,1983,4.436216667,61,0.579,0.253,0.669,175.181,0.798
1507,Reckless (Don't Be So...) - Remastered,Australian Crawl,1983,5.3998,56,0.7,0.168,0.339,60.197,0.219
1612,Separate Ways (Worlds Apart),Journey,1983,5.3951,67,0.451,0.0188,0.962,131.435,0.377
1635,Lick It Up,KISS,1983,3.944,63,0.681,0.181,0.773,120.276,0.547
1644,Sister Christian,Night Ranger,1983,5.048883333,63,0.448,0.147,0.35,177.279,0.234
1694,Rainbow In The Dark,Dio,1983,4.21155,64,0.508,7.06E-05,0.912,117.582,0.682
1785,Waterfront - 2002 Mix,Simple Minds,1983,4.832,54,0.541,0.000393,0.789,120.117,0.48
1826,Mad World,Tears For Fears,1983,3.59,65,0.647,0.0709,0.896,118.729,0.953
1845,Institutionalized,Suicidal Tendencies,1983,3.832666667,59,0.358,0.0404,0.804,91.842,0.625
1856,Human Race,Red Rider,1983,2.9911,36,0.607,0.117,0.597,139.82,0.703
1898,Crumblin' Down,John Mellencamp,1983,3.568883333,45,0.782,0.0165,0.905,126.748,0.667
1916,Got Me Under Pressure - 2008 Remaster,ZZ Top,1983,4.0511,53,0.607,0.0166,0.939,157.957,0.764
1939,Change,Tears For Fears,1983,4.233333333,52,0.61,0.0867,0.801,125.257,0.835
2082,Changes,Yes,1983,6.335333333,49,0.546,0.436,0.904,125.193,0.327
2154,Breaking the Chains,Dokken,1983,3.86155,56,0.526,0.00914,0.9,125.349,0.458
2265,Jump In The Fire - Remastered,Metallica,1983,4.688216667,49,0.29,0.00606,0.908,178.359,0.659
2357,Faithfully,Journey,1983,4.451333333,68,0.202,0.0979,0.644,85.04,0.252
2368,The Kids Are Back,Twisted Sister,1983,3.313333333,55,0.557,0.00366,0.843,138.339,0.547
2471,Age of Consent - 2015 Remaster,New Order,1983,5.25555,67,0.372,0.00101,0.91,161.964,0.756
2478,She's A Beauty - Remastered 1991,The Tubes,1983,4.0111,54,0.689,0.0684,0.789,110.739,0.631
2592,London Leatherboys,Accept,1983,3.964433333,35,0.403,0.00139,0.763,97.572,0.8
2696,Rock The Boat,Forrest,1983,4.59945,32,0.718,0.0604,0.66,114.631,0.964
2782,Melting Pot,Booker T. & the M.G.'s,1983,8.246666667,44,0.599,0.00205,0.508,115.773,0.843
2882,Pull up the Roots - 2005 Remaster,Talking Heads,1983,5.164666667,42,0.774,0.0653,0.67,126.234,0.82
2902,The Reflex - Single Version; 2010 Remaster,Duran Duran,1983,4.4571,56,0.554,0.107,0.888,126.701,0.82
3030,Here Comes the Rain Again - Remastered Version,Eurythmics,1983,4.909766667,64,0.648,0.0139,0.755,126.341,0.607
3054,Authority Song,John Mellencamp,1983,3.820666667,58,0.495,0.00399,0.969,156.135,0.966
3058,One Thing Leads To Another,The Fixx,1983,3.330433333,57,0.789,0.198,0.945,136.745,0.965
3096,Hello,Lionel Richie,1983,4.11555,68,0.424,0.646,0.222,61.648,0.0606
3173,Don't Talk To Strangers,Dio,1983,4.85155,53,0.352,0.00802,0.892,132.684,0.283
3322,Science Fiction,Divinyls,1983,3.553766667,37,0.619,0.00734,0.618,128.32,0.916
3359,I'm Still Standing,Elton John,1983,3.057333333,79,0.504,0.356,0.904,176.808,0.772
3420,Balls to the Wall,Accept,1983,5.71,61,0.544,0.00392,0.739,118.287,0.328
3423,Uncertain Smile,The The,1983,6.817766667,49,0.601,0.0628,0.762,142.705,0.842
3425,Run Runaway,Slade,1983,5.013333333,49,0.576,8.22E-05,0.86,128.543,0.757
3450,Drop The Pilot,Joan Armatrading,1983,3.699766667,52,0.672,0.0349,0.488,127.887,0.964
3580,In the Mood - 2006 Remaster,Robert Plant,1983,5.382666667,52,0.607,0.17,0.723,101.558,0.298
3704,Boys In Town,Divinyls,1983,2.863766667,52,0.487,0.00451,0.698,157.916,0.703
3737,Dance Hall Days,Wang Chung,1983,4.013333333,35,0.663,0.259,0.588,102.738,0.537
3749,Kiss You All Over,Exile,1983,3.573333333,57,0.741,0.253,0.267,102.428,0.497
3783,My Oh My,Slade,1983,4.202666667,53,0.435,0.00567,0.631,137.292,0.375
3891,Flight of Icarus - 2015 Remaster,Iron Maiden,1983,3.846,56,0.368,0.147,0.917,110.455,0.343
3936,This Time,Bryan Adams,1983,3.322216667,40,0.559,0.00327,0.537,126.644,0.66
3964,Karma Chameleon - Remastered,Culture Club,1983,4.212883333,73,0.668,0.225,0.73,92.049,0.894
4031,King Of Pain,The Police,1983,4.984,59,0.518,0.389,0.725,124.151,0.646
4090,Too Young To Fall In Love,Mötley Crüe,1983,3.544216667,56,0.486,0.135,0.811,99.595,0.852
4111,Looks That Kill,Mötley Crüe,1983,4.150216667,62,0.485,0.0033,0.945,135.957,0.731
4158,Human Fly,The Cramps,1983,2.273766667,56,0.531,0.0389,0.849,119.516,0.305
4208,Uptown Girl,Billy Joel,1983,3.2951,77,0.701,0.0747,0.943,128.992,0.791
4214,Chance,Big Country,1983,4.446,42,0.718,0.0221,0.651,108.208,0.949
4234,Just a Job to Do - 2007 Remaster,Genesis,1983,4.787766667,36,0.58,0.033,0.915,128.468,0.839
4398,If This Is It,Huey Lewis & The News,1983,3.904433333,45,0.512,0.155,0.493,146.668,0.836
4527,She Works Hard For The Money,Donna Summer,1983,5.347333333,59,0.758,0.00486,0.638,136.502,0.984
4535,Send Me An Angel,Real Life,1983,3.942433333,56,0.605,0.0714,0.926,129.844,0.49
4548,Street Of Dreams,Rainbow,1983,4.4251,47,0.555,0.00199,0.648,119.848,0.659
4580,Take Me Back,Bryan Adams,1983,4.698433333,38,0.664,0.0156,0.476,110.733,0.684
4705,I Guess That's Why They Call It The Blues,Elton John,1983,4.75555,67,0.673,0.217,0.663,120.634,0.671
4711,Hold On,Santana,1983,4.350433333,52,0.671,0.488,0.516,124.699,0.711
4728,Shakin',Eddie Money,1983,3.13,56,0.614,0.0342,0.789,113.701,0.899
4740,Big Log - 2006 Remaster,Robert Plant,1983,5.08,60,0.554,0.359,0.639,180.638,0.644
4757,Suddenly Last Summer,The Motels,1983,3.608883333,42,0.725,0.102,0.73,120.257,0.635
4779,Empty Arms,Stevie Ray Vaughan,1983,3.4811,38,0.347,0.00525,0.78,147.855,0.669
4993,Wondrous Place,Billy Fury,1983,2.479333333,44,0.898,0.607,0.209,111.354,0.497
5047,Outlook For Thursday - Live,DD Smash,1983,4.660183333,22,0.577,0.0561,0.858,133.992,0.895
5055,I've Got a Rock 'N' Roll Heart,Eric Clapton,1983,3.2231,47,0.725,0.312,0.73,100.021,0.805
5182,Blue Day,Mi-Sex,1983,4.194966667,39,0.523,0.583,0.362,138.12,0.418
5201,Chain Reaction,Journey,1983,4.322,42,0.491,0.00571,0.961,124.247,0.465
5215,Foolin',Def Leppard,1983,4.568616667,57,0.608,0.000337,0.787,113.796,0.474
5240,Power and the Glory - 2009 Remastered Version,Saxon,1983,5.920666667,30,0.371,0.00019,0.969,98.205,0.389
5299,Message To My Girl,Split Enz,1983,4.066666667,34,0.611,0.0993,0.401,104.517,0.705
5368,Big Takeover,Bad Brains,1983,2.486,32,0.302,0.000252,0.941,119.651,0.34
5436,Blister in the Sun - 2002 Remastered Version,Violent Femmes,1983,2.40555,0,0.701,0.219,0.261,97.042,0.89
39,Pride (In The Name Of Love) - Remastered 2009,U2,1984,3.8071,59,0.458,0.00135,0.843,105.701,0.713
66,Jump - 2015 Remaster,Van Halen,1984,4.02665,79,0.572,0.171,0.835,129.994,0.796
161,How Soon Is Now? - 2011 Remaster,The Smiths,1984,6.802883333,70,0.398,0.000854,0.93,190.818,0.725
195,Born in the U.S.A.,Bruce Springsteen,1984,4.644666667,75,0.398,0.000373,0.952,122.093,0.584
224,The Boys Of Summer,Don Henley,1984,4.812216667,76,0.516,0.501,0.549,176.941,0.907
274,Rock You Like A Hurricane,Scorpions,1984,4.208216667,1,0.482,0.00853,0.601,125.619,0.774
279,Dancing In the Dark,Bruce Springsteen,1984,4.021766667,77,0.527,0.0115,0.942,148.723,0.495
287,Summer Of '69,Bryan Adams,1984,3.600883333,82,0.508,0.0183,0.834,139.131,0.774
374,When Doves Cry,Prince,1984,5.881766667,71,0.729,0.0102,0.989,126.47,0.84
383,Panama - 2015 Remaster,Van Halen,1984,3.503766667,74,0.527,0.00124,0.978,141.169,0.463
385,Hot for Teacher - 2015 Remaster,Van Halen,1984,4.712433333,70,0.551,0.000652,0.947,127.657,0.466
411,Purple Rain,Prince,1984,8.679766667,75,0.367,0.0353,0.452,113.066,0.189
560,We're Not Gonna Take It,Twisted Sister,1984,3.6611,73,0.502,0.0127,0.924,149.186,0.922
577,I'm On Fire,Bruce Springsteen,1984,2.598,75,0.62,0.589,0.446,88.591,0.868
584,Fade To Black (Remastered),Metallica,1984,6.953766667,63,0.256,0.00311,0.929,113.47,0.278
729,Glory Days,Bruce Springsteen,1984,4.24555,69,0.574,0.0457,0.96,117.486,0.978
752,Run To You,Bryan Adams,1984,3.887833333,65,0.561,0.00515,0.811,126.593,0.635
767,I Wanna Rock,Twisted Sister,1984,2.996,70,0.504,0.00512,0.911,106.244,0.671
803,Relax,Frankie Goes To Hollywood,1984,3.946666667,71,0.676,0.326,0.695,114.93,0.691
948,Back on the Chain Gang - 2007 Remaster,Pretenders,1984,3.852,66,0.598,0.116,0.901,153.24,0.814
956,Drive,The Cars,1984,3.908216667,69,0.582,0.124,0.606,111.441,0.504
1019,Can't Fight This Feeling,REO Speedwagon,1984,4.912883333,74,0.408,0.155,0.48,156.344,0.19
1040,People Are People - 2006 Remaster,Depeche Mode,1984,3.868,52,0.679,0.0875,0.829,119.96,0.812
1182,I Wanna Be Somebody,W.A.S.P.,1984,3.72555,61,0.285,0.000826,0.825,164.611,0.516
1192,Private Dancer - 2015 Remaster,Tina Turner,1984,7.23955,58,0.587,0.363,0.572,115.466,0.471
1209,Middle of the Road - 2007 Remaster,Pretenders,1984,4.238216667,50,0.488,0.00333,0.959,166.799,0.67
1229,Heaven,Bryan Adams,1984,4.056,77,0.382,0.0465,0.589,140.059,0.335
1271,Aces High - 2015 Remaster,Iron Maiden,1984,4.531766667,62,0.3,0.0337,0.936,133.065,0.756
1299,Let's Go Crazy,Prince,1984,4.666666667,62,0.309,0.0192,0.93,195.815,0.376
1300,2 Minutes to Midnight - 2015 Remaster,Iron Maiden,1984,6.059766667,64,0.446,0.00754,0.97,94.233,0.595
1317,The Unforgettable Fire - Remastered 2009,U2,1984,4.9,47,0.431,0.000335,0.739,136.594,0.227
1393,"William, It Was Really Nothing - 2011 Remaster",The Smiths,1984,2.193333333,53,0.517,0.0482,0.939,130.661,0.487
1427,Jailbreak,AC/DC,1984,4.682666667,62,0.572,0.00953,0.835,131.567,0.591
1441,Round and Round,Ratt,1984,4.43155,65,0.628,0.00682,0.934,126.538,0.491
1552,You Might Think,The Cars,1984,3.078616667,60,0.728,0.109,0.855,133.887,0.971
1609,I'll Wait - 2015 Remaster,Van Halen,1984,4.6691,58,0.626,0.232,0.852,115.397,0.864
1620,I Will Dare,The Replacements,1984,3.290433333,47,0.456,0.00157,0.857,167.709,0.559
1660,Cold Shot,Stevie Ray Vaughan,1984,4.016433333,50,0.427,0.344,0.553,109.629,0.674
1697,Kids Wanna Rock,Bryan Adams,1984,2.5893,42,0.414,0.0125,0.921,162.198,0.558
1706,Two Tribes,Frankie Goes To Hollywood,1984,3.468883333,56,0.54,0.00292,0.621,130.202,0.195
1904,New Girl Now,Honeymoon Suite,1984,3.61155,49,0.589,0.104,0.768,109.127,0.694
1948,You're the Inspiration - 2006 Remaster,Chicago,1984,3.820666667,73,0.583,0.368,0.602,74.008,0.388
1949,All We Are,Kim Mitchell,1984,4.7451,33,0.287,0.0502,0.51,121.68,0.116
2066,I Want To Break Free - Remastered 2011,Queen,1984,4.300216667,63,0.795,0.0853,0.433,108.947,0.6
2232,This Is Not a Love Song,Public Image Ltd.,1984,4.204883333,34,0.612,0.167,0.782,126.945,0.667
2266,Blasphemous Rumours,Depeche Mode,1984,6.364666667,46,0.718,0.228,0.72,119.758,0.282
2342,Hand in Glove - 2011 Remaster,The Smiths,1984,3.376433333,52,0.445,8.97E-05,0.89,141.802,0.915
2363,Smalltown Boy,Bronski Beat,1984,5.040216667,72,0.685,0.288,0.584,134.546,0.939
2396,Hard Habit to Break - 2006 Remaster,Chicago,1984,4.728883333,60,0.584,0.448,0.612,81.182,0.402
2461,Turn up the Radio,Autograph,1984,4.641766667,59,0.629,0.0375,0.79,110.295,0.428
2529,I Can't Drive 55,Sammy Hagar,1984,4.2411,60,0.537,0.00214,0.645,133.745,0.848
2680,Runaway,Bon Jovi,1984,3.844433333,69,0.475,0.00375,0.899,152.445,0.603
2705,My City Was Gone - 2007 Remaster,Pretenders,1984,5.41955,48,0.75,0.181,0.782,107.699,0.941
2747,Magic,The Cars,1984,3.95155,50,0.683,0.125,0.806,118.032,0.962
2797,So. Central Rain,R.E.M.,1984,3.246883333,38,0.486,0.00192,0.832,145.883,0.722
2809,The Last In Line,Dio,1984,5.71955,55,0.295,0.014,0.833,172.756,0.625
2887,Missing You,John Waite,1984,4.496,71,0.552,0.052,0.552,208.571,0.593
2922,Lake of Fire,Meat Puppets,1984,1.94955,39,0.491,0.298,0.643,127.955,0.658
2924,Reel Around the Fountain - 2011 Remaster,The Smiths,1984,5.9871,52,0.67,0.00507,0.571,109.905,0.899
2935,Oh Sherrie,Steve Perry,1984,3.822433333,64,0.333,0.372,0.695,203.753,0.317
3065,88 Lines about 44 Women,The Nails,1984,4.944,42,0.799,0.0414,0.716,148.692,0.975
3102,Wake Me Up Before You Go-Go,Wham!,1984,3.85555,79,0.62,0.271,0.573,81.548,0.897
3189,My Hometown,Bruce Springsteen,1984,4.6611,62,0.652,0.486,0.338,116.881,0.392
3437,Heaven,Bryan Adams,1984,4.056,77,0.382,0.0465,0.589,140.059,0.335
3452,Cover Me,Bruce Springsteen,1984,3.4331,55,0.535,0.00188,0.884,120.555,0.796
3490,All She Wants To Do Is Dance,Don Henley,1984,4.4851,55,0.702,0.0304,0.558,114.932,0.903
3506,I'm Goin' Down,Bruce Springsteen,1984,3.484,56,0.579,0.117,0.948,132.812,0.811
3695,We Rock,Dio,1984,4.564433333,54,0.327,4.99E-06,0.873,153.012,0.48
3721,Love Ain't No Stranger,Whitesnake,1984,4.226216667,30,0.371,0.0981,0.557,125.823,0.281
3726,It's My Life - 1997 Remaster,Talk Talk,1984,3.873333333,69,0.627,0.197,0.802,126.283,0.867
3739,Knocking At Your Back Door,Deep Purple,1984,7.086666667,53,0.524,0.000915,0.818,121.699,0.525
3788,The Ghost in You,The Psychedelic Furs,1984,4.266666667,42,0.586,0.0792,0.51,123.481,0.723
3932,Big Bottom,Spinal Tap,1984,3.539333333,35,0.665,0.0762,0.437,113.37,0.737
3961,Distant Early Warning,Rush,1984,4.945766667,45,0.499,0.0168,0.878,146.305,0.844
3989,Soul Stripper,AC/DC,1984,6.416883333,41,0.616,0.00052,0.833,130.9,0.73
4038,Open Your Heart,Europe,1984,4.112216667,55,0.433,0.232,0.455,121.888,0.391
4150,Little Wing,Stevie Ray Vaughan,1984,6.808,61,0.475,0.362,0.383,114.709,0.524
4258,Playing To Win - Remastered 2010,Little River Band,1984,2.985333333,39,0.654,0.249,0.948,130.557,0.848
4267,Working on the Highway,Bruce Springsteen,1984,3.204433333,50,0.429,0.0842,0.949,184.286,0.967
4479,Ghostbusters,Various Artists,1984,4.093333333,1,0.787,0.0192,0.588,115.513,0.803
4497,Sunset Grill,Don Henley,1984,6.316666667,43,0.557,0.0796,0.577,91.877,0.445
4554,We Belong,Pat Benatar,1984,3.68555,67,0.706,0.528,0.322,135.154,0.305
4622,The Warrior (feat. Patty Smyth),Scandal,1984,4.013766667,57,0.606,0.089,0.777,123.077,0.859
4645,99 Red Balloons,Nena,1984,3.844433333,52,0.709,0.0689,0.49,96.985,0.566
4665,Don't Stop,Chilliwack,1984,4.058216667,24,0.774,0.411,0.534,116.335,0.913
4827,Holding Out for a Hero - From "Footloose" Soundtrack,Bonnie Tyler,1984,5.80555,6,0.612,0.0234,0.675,150.058,0.883
4862,When The Lady Smiles,Golden Earring,1984,5.6671,57,0.704,0.438,0.816,131.577,0.83
4995,It's A Hard Life - Remastered 2011,Queen,1984,4.116216667,61,0.42,0.422,0.599,82.336,0.299
5000,Drop Dead Legs - 2015 Remaster,Van Halen,1984,4.236666667,57,0.5,0.234,0.842,89.108,0.719
5116,No Surrender,Bruce Springsteen,1984,4.002433333,53,0.351,0.00382,0.947,153.762,0.859
5156,Some Heads Are Gonna Roll - Remastered,Judas Priest,1984,4.100883333,41,0.45,0.000769,0.75,122.77,0.263
5185,Wave Babies,Honeymoon Suite,1984,4.3771,33,0.596,0.0758,0.711,132.729,0.77
5341,Couldn't Stand the Weather,Stevie Ray Vaughan,1984,4.68755,45,0.462,0.0616,0.65,118.196,0.525
5356,Darling Nikki,Prince,1984,4.24155,52,0.355,0.383,0.707,78.433,0.414
5377,Seeing Red,Minor Threat,1984,1.084883333,41,0.33,0.00419,0.81,168.73,0.642
5378,I Don't Wanna Hear It,Minor Threat,1984,1.26955,46,0.199,0.0019,0.97,189.679,0.778
5382,My War,Black Flag,1984,3.772216667,50,0.215,0.65,0.503,186.866,0.35
5432,Jump,Van Halen,1984,3.992666667,0,0.547,0.0745,0.822,130.138,0.774
5433,Panama,Van Halen,1984,3.544,0,0.515,0.00135,0.987,141.258,0.298
5434,Top Jimmy - 2015 Remaster,Van Halen,1984,2.998433333,55,0.303,0.0971,0.901,184.463,0.31
5439,The Politics of Time,Minutemen,1984,1.210433333,24,0.541,0.00356,0.638,90.95,0.675
62,Money for Nothing,Dire Straits,1985,8.44,62,0.667,0.0491,0.655,134.212,0.657
502,Take on Me,a-ha,1985,3.754666667,83,0.573,0.018,0.902,84.412,0.876
508,Brothers in Arms,Dire Straits,1985,6.99,52,0.22,0.503,0.44,79.095,0.13
589,Don't You (Forget About Me),Simple Minds,1985,4.384,75,0.66,0.168,0.816,111.346,0.678
627,Addicted To Love,Robert Palmer,1985,6.060666667,68,0.702,0.382,0.578,111.617,0.975
730,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,1985,5.014,58,0.625,0.659,0.533,108.296,0.139
740,You Spin Me Round (Like a Record),Dead Or Alive,1985,3.327766667,73,0.567,0.0308,0.943,128.207,0.965
